concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
44821540,"Liveborn, unspecified whether single, twin or multiple, born in hospital, delivered by cesarean section",Observation,ICD9CM,5-dig billing V code,,V39.01,1970-01-01,2099-12-31,
44829630,"Liveborn, unspecified whether single, twin or multiple, born before admission to hospital",Condition,ICD9CM,4-dig billing V code,,V39.1,1970-01-01,2099-12-31,
44837810,"Liveborn, unspecified whether single, twin or multiple, born outside hospital and not hospitalized",Condition,ICD9CM,4-dig billing V code,,V39.2,1970-01-01,2099-12-31,
44836656,Percutaneous transluminal coronary angioplasty status,Observation,ICD9CM,5-dig billing V code,,V45.82,1970-01-01,2099-12-31,
44825039,Residence remote from hospital or other health care facility,Observation,ICD9CM,4-dig billing V code,,V63.0,2002-10-01,2099-12-31,
2000007,Therapeutic ultrasound of heart,Procedure,ICD9Proc,4-dig billing code,S,00.02,2002-10-01,2099-12-31,
2000064,Percutaneous transluminal coronary angioplasty [PTCA],Procedure,ICD9Proc,4-dig billing code,,00.66,2005-10-01,2099-12-31,
2001500,Single vessel percutaneous transluminal coronary angioplasty [PTCA] or coronary atherectomy without mention of thrombolytic agent,Procedure,ICD9Proc,Procedure,S,36.01,1970-01-01,2014-09-30,
2001501,Single vessel percutaneous transluminal coronary angioplasty [PTCA] or coronary atherectomy with mention of thrombolytic agent,Procedure,ICD9Proc,Procedure,S,36.02,1970-01-01,2014-09-30,
2001502,Open chest coronary artery angioplasty,Procedure,ICD9Proc,4-dig billing code,,36.03,1970-01-01,2099-12-31,
2001504,"Multiple vessel percutaneous transluminal coronary angioplasty [PTCA] or coronary atherectomy performed during the same operation, with or without mention of thrombolytic agent",Procedure,ICD9Proc,Procedure,S,36.05,1970-01-01,2014-09-30,
2001505,Insertion of non-drug-eluting coronary artery stent(s),Procedure,ICD9Proc,4-dig billing code,,36.06,1970-01-01,2099-12-31,
2001506,Insertion of drug-eluting coronary artery stent(s),Procedure,ICD9Proc,4-dig billing code,,36.07,2002-10-01,2099-12-31,
2001543,Intracardiac echocardiography,Procedure,ICD9Proc,4-dig billing code,,37.28,1970-01-01,2099-12-31,
2006918,Diagnostic ultrasound of heart,Procedure,ICD9Proc,4-dig billing code,,88.72,1970-01-01,2099-12-31,
4337739,Percutaneous directional coronary atherectomy,Procedure,SNOMED,Procedure,S,232727003,2002-01-31,2099-12-31,
42599784,Systolic anterior motion of mitral valve,Condition,SNOMED Veterinary,Clinical Finding,S,359231000009100,2017-03-28,2099-12-31,
42599785,Spontaneous echo contrast,Condition,SNOMED Veterinary,Clinical Finding,S,359241000009106,2017-03-28,2099-12-31,
