concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2213532,"Individual psychotherapy, insight oriented, behavior modifying and/or supportive, in an inpatient hospital, partial hospital or residential care setting, approximately 20 to 30 minutes face-to-face with the patient (Deprecated)",Procedure,CPT4,CPT4,S,90816,1970-01-01,2013-05-08,
2213533,"Individual psychotherapy, insight oriented, behavior modifying and/or supportive, in an inpatient hospital, partial hospital or residential care setting, approximately 20 to 30 minutes face-to-face with the patient; with medical evaluation... (Deprecated)",Procedure,CPT4,CPT4,S,90817,1970-01-01,2013-05-08,
2213538,"Individual psychotherapy, interactive, using play equipment, physical devices, language interpreter, or other mechanisms of non-verbal communication, in an inpatient hospital, partial hospital or residential care setting, approximately 20 ... (Deprecated)",Procedure,CPT4,CPT4,S,90823,1970-01-01,2013-05-08,
2213539,"Individual psychotherapy, interactive, using play equipment, physical devices, language interpreter, or other mechanisms of non-verbal communication, in an inpatient hospital, partial hospital or residential care setting, approximately 20 ... (Deprecated)",Procedure,CPT4,CPT4,S,90824,1970-01-01,2013-05-08,
2213541,"Individual psychotherapy, interactive, using play equipment, physical devices, language interpreter, or other mechanisms of non-verbal communication, in an inpatient hospital, partial hospital or residential care setting, approximately 45 ... (Deprecated)",Procedure,CPT4,CPT4,S,90827,1970-01-01,2013-05-08,
2213542,"Individual psychotherapy, interactive, using play equipment, physical devices, language interpreter, or other mechanisms of non-verbal communication, in an inpatient hospital, partial hospital or residential care setting, approximately 75 ... (Deprecated)",Procedure,CPT4,CPT4,S,90828,1970-01-01,2013-05-08,
2213543,"Individual psychotherapy, interactive, using play equipment, physical devices, language interpreter, or other mechanisms of non-verbal communication, in an inpatient hospital, partial hospital or residential care setting, approximately 75 ... (Deprecated)",Procedure,CPT4,CPT4,S,90829,1970-01-01,2013-05-08,
2213540,"Individual psychotherapy, interactive, using play equipment, physical devices, language interpreter, or other mechanisms of non-verbal communication, in an inpatient hospital, partial hospital or residential care setting, approximately 45 ... (Deprecated)",Procedure,CPT4,CPT4,S,90826,1970-01-01,2013-05-08,
2722250,"Echocardiography, fetal, cardiovascular system, real time with image documentation (2D), with or without M-mode recording",Procedure,CPT4,CPT4,S,76825,1970-01-01,2099-12-31,
43528003,"Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty; single vessel",Procedure,CPT4,CPT4,S,92943,2013-05-08,2099-12-31,
2110361,"Rationale (eg, severity of illness and safety) for level of care (eg, home, hospital) documented (CAP)",Observation,CPT4,CPT4,S,6005F,2007-07-03,2099-12-31,
46257454,"Echocardiography, transesophageal (TEE) for guidance of a transcatheter intracardiac or great vessel(s) structural intervention(s) (eg, TAVR, transcatheter pulmonary valve replacement, mitral valve repair, paravalvular regurgitation repair, left atrial ap",Procedure,CPT4,CPT4,S,93355,1994-04-12,2099-12-31,
2313799,"Endoluminal imaging of coronary vessel or graft using intravascular ultrasound (IVUS) or optical coherence tomography (OCT) during diagnostic evaluation and/or therapeutic intervention including imaging supervision, interpretation and report; initial vess",Procedure,CPT4,CPT4,S,92978,1970-01-01,2099-12-31,
2108841,"Control of nasopharyngeal hemorrhage, primary or secondary (eg, postadenoidectomy); complicated, requiring hospitalization",Procedure,CPT4,CPT4,S,42971,1970-01-01,2099-12-31,
2108838,"Control oropharyngeal hemorrhage, primary or secondary (eg, post-tonsillectomy); complicated, requiring hospitalization",Procedure,CPT4,CPT4,S,42961,1970-01-01,2099-12-31,
2106185,"Left ventricular function (LVF) assessment (eg, echocardiography, nuclear test, or ventriculography) documented in the medical record (Includes quantitative or qualitative assessment results) (NMA-No Measure Associated)",Observation,CPT4,CPT4,S,3020F,2007-07-03,2099-12-31,
2107213,"Repair of anomalous (eg, intramural) aortic origin of coronary artery by unroofing or translocation",Procedure,CPT4,CPT4,S,33507,2006-02-13,2099-12-31,
2110925,"Repair of laceration; conjunctiva, by mobilization and rearrangement, with hospitalization",Procedure,CPT4,CPT4,S,65273,1970-01-01,2099-12-31,
2110924,"Repair of laceration; conjunctiva, by mobilization and rearrangement, without hospitalization",Procedure,CPT4,CPT4,S,65272,1970-01-01,2099-12-31,
2108583,Deep vein thrombosis (DVT) prophylaxis received by end of hospital day 2 (STR),Observation,CPT4,CPT4,S,4070F,2008-04-01,2099-12-31,
2111099,"Excision of chalazion; under general anesthesia and/or requiring hospitalization, single or multiple",Procedure,CPT4,CPT4,S,67808,1970-01-01,2099-12-31,
2101823,Daily hospital management of epidural or subarachnoid continuous drug administration,Procedure,CPT4,CPT4,S,01996,1970-01-01,2099-12-31,
43527908,"Percutaneous transluminal coronary atherectomy, with intracoronary stent, with coronary angioplasty when performed; single major coronary artery or branch",Procedure,CPT4,CPT4,S,92933,2013-05-08,2099-12-31,
43527909,"Percutaneous transluminal coronary atherectomy, with intracoronary stent, with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure)",Procedure,CPT4,CPT4,S,92934,2013-05-08,2099-12-31,
2110236,"Ligation or transection of fallopian tube(s), abdominal or vaginal approach, postpartum, unilateral or bilateral, during same hospitalization (separate procedure)",Procedure,CPT4,CPT4,S,58605,1970-01-01,2099-12-31,
43527999,"Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure)",Procedure,CPT4,CPT4,S,92929,2013-05-08,2099-12-31,
43527997,"Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure)",Procedure,CPT4,CPT4,S,92925,2013-05-08,2099-12-31,
43527998,"Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed; single major coronary artery or branch",Procedure,CPT4,CPT4,S,92928,2013-05-08,2099-12-31,
43527995,Percutaneous transluminal coronary angioplasty; each additional branch of a major coronary artery (List separately in addition to code for primary procedure),Procedure,CPT4,CPT4,S,92921,2013-05-08,2099-12-31,
43527996,"Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed; single major coronary artery or branch",Procedure,CPT4,CPT4,S,92924,2013-05-08,2099-12-31,
43527994,Percutaneous transluminal coronary angioplasty; single major coronary artery or branch,Procedure,CPT4,CPT4,S,92920,2013-05-08,2099-12-31,
2101933,"Patient discharged from an inpatient facility (eg, hospital, skilled nursing facility, or rehabilitation facility) within the last 60 days (GER)",Observation,CPT4,CPT4,,1110F,2008-04-01,2099-12-31,
2211762,"Echocardiography, fetal, cardiovascular system, real time with image documentation (2D), with or without M-mode recording; follow-up or repeat study",Procedure,CPT4,CPT4,S,76826,1970-01-01,2099-12-31,
2211764,"Doppler echocardiography, fetal, pulsed wave and/or continuous wave with spectral display; follow-up or repeat study",Procedure,CPT4,CPT4,S,76828,1970-01-01,2099-12-31,
2211763,"Doppler echocardiography, fetal, pulsed wave and/or continuous wave with spectral display; complete",Procedure,CPT4,CPT4,S,76827,1970-01-01,2099-12-31,
2211776,"Ultrasonic guidance for endomyocardial biopsy, imaging supervision and interpretation",Procedure,CPT4,CPT4,,76932,1970-01-01,2099-12-31,
709890,"Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",Procedure,CPT4,CPT4,S,0543T,2020-05-04,2099-12-31,
42628190,"Excepted service provided at an off-campus, outpatient, provider-based department of a hospital",Observation,CPT4,CPT4 Modifier,S,PO,2017-05-08,2099-12-31,
2106622,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with therapeutic aspiration of tracheobronchial tree, subsequent, same hospital stay",Procedure,CPT4,CPT4,S,31646,1970-01-01,2099-12-31,
42628042,"Myocardial contrast perfusion echocardiography, at rest or with stress, for assessment of myocardial ischemia or viability (List separately in addition to code for primary procedure)",Procedure,CPT4,CPT4,S,0439T,2017-05-01,2099-12-31,
2514414,Hospital inpatient or observation discharge day management; more than 30 minutes on the date of the encounter,Procedure,CPT4,CPT4,S,99239,1970-01-01,2099-12-31,
2514413,Hospital inpatient or observation discharge day management; 30 minutes or less on the date of the encounter,Procedure,CPT4,CPT4,S,99238,1970-01-01,2099-12-31,
2514405,"Initial hospital inpatient or observation care, per day, for the evaluation and management of a patient, which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using total time on the date of ",Procedure,CPT4,CPT4,S,99222,1970-01-01,2099-12-31,
2514404,"Initial hospital inpatient or observation care, per day, for the evaluation and management of a patient, which requires a medically appropriate history and/or examination and straightforward or low level medical decision making. When using total time on t",Procedure,CPT4,CPT4,S,99221,1970-01-01,2099-12-31,
2514409,"Subsequent hospital inpatient or observation care, per day, for the evaluation and management of a patient, which requires a medically appropriate history and/or examination and high level of medical decision making. When using total time on the date of t",Procedure,CPT4,CPT4,S,99233,1970-01-01,2099-12-31,
2514408,"Subsequent hospital inpatient or observation care, per day, for the evaluation and management of a patient, which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using total time on the date ",Procedure,CPT4,CPT4,S,99232,1970-01-01,2099-12-31,
2514407,"Subsequent hospital inpatient or observation care, per day, for the evaluation and management of a patient, which requires a medically appropriate history and/or examination and straightforward or low level of medical decision making. When using total tim",Procedure,CPT4,CPT4,S,99231,1970-01-01,2099-12-31,
2514406,"Initial hospital inpatient or observation care, per day, for the evaluation and management of a patient, which requires a medically appropriate history and/or examination and high level of medical decision making. When using total time on the date of the ",Procedure,CPT4,CPT4,S,99223,1970-01-01,2099-12-31,
44816483,Patient does not have a coronary artery stent (Peri2),Observation,CPT4,CPT4,S,4562F,2014-04-15,2099-12-31,
44816484,Patient has a coronary artery stent (Peri2),Observation,CPT4,CPT4,S,4561F,2014-04-15,2099-12-31,
2106382,"CT or MRI of the brain performed greater than 24 hours after arrival to the hospital or performed in an outpatient imaging center for purpose other than confirmation of initial diagnosis of stroke, TIA, or intracranial hemorrhage (STR)",Observation,CPT4,CPT4,S,3112F,2008-04-01,2099-12-31,
2106371,"CT or MRI of the brain performed in the hospital within 24 hours of arrival or performed in an outpatient imaging center, to confirm initial diagnosis of stroke, TIA or intracranial hemorrhage (STR)",Observation,CPT4,CPT4,S,3111F,2008-04-01,2099-12-31,
2313942,"Intracardiac echocardiography during therapeutic/diagnostic intervention, including imaging supervision and interpretation (List separately in addition to code for primary procedure)",Procedure,CPT4,CPT4,S,93662,1970-01-01,2099-12-31,
2313914,Intravascular Doppler velocity and/or pressure derived coronary flow reserve measurement (coronary vessel or graft) during coronary angiography including pharmacologically induced stress; each additional vessel (List separately in addition to code for pri,Procedure,CPT4,CPT4,S,93572,1970-01-01,2099-12-31,
2313913,Intravascular Doppler velocity and/or pressure derived coronary flow reserve measurement (coronary vessel or graft) during coronary angiography including pharmacologically induced stress; initial vessel (List separately in addition to code for primary pro,Procedure,CPT4,CPT4,S,93571,1970-01-01,2099-12-31,
40756929,"Transthoracic insertion of catheter for stent placement with catheter removal and closure (eg, hybrid approach stage 1)",Procedure,CPT4,CPT4,S,33621,2011-05-05,2099-12-31,
2313871,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",Procedure,CPT4,CPT4,S,93308,1970-01-01,2099-12-31,
2313870,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, without spectral or color Doppler echocardiography",Procedure,CPT4,CPT4,S,93307,1970-01-01,2099-12-31,
2313873,"Echocardiography, transesophageal, real-time with image documentation (2D) (with or without M-mode recording); placement of transesophageal probe only",Procedure,CPT4,CPT4,S,93313,1970-01-01,2099-12-31,
2313872,"Echocardiography, transesophageal, real-time with image documentation (2D) (with or without M-mode recording); including probe placement, image acquisition, interpretation and report",Procedure,CPT4,CPT4,S,93312,1970-01-01,2099-12-31,
2313875,"Transesophageal echocardiography for congenital cardiac anomalies; including probe placement, image acquisition, interpretation and report",Procedure,CPT4,CPT4,S,93315,1970-01-01,2099-12-31,
2313874,"Echocardiography, transesophageal, real-time with image documentation (2D) (with or without M-mode recording); image acquisition, interpretation and report only",Procedure,CPT4,CPT4,S,93314,1970-01-01,2099-12-31,
2313877,"Transesophageal echocardiography for congenital cardiac anomalies; image acquisition, interpretation and report only",Procedure,CPT4,CPT4,S,93317,1970-01-01,2099-12-31,
2313876,Transesophageal echocardiography for congenital cardiac anomalies; placement of transesophageal probe only,Procedure,CPT4,CPT4,S,93316,1970-01-01,2099-12-31,
2313879,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); complete",Procedure,CPT4,CPT4,S,93320,1970-01-01,2099-12-31,
2313878,"Echocardiography, transesophageal (TEE) for monitoring purposes, including probe placement, real time 2-dimensional image acquisition and interpretation leading to ongoing (continuous) assessment of (dynamically changing) cardiac pumping function and to t",Procedure,CPT4,CPT4,S,93318,1970-01-01,2099-12-31,
2313880,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); follow-up or limited study (List separately in addition to codes for echocardiographic imaging)",Procedure,CPT4,CPT4,S,93321,1970-01-01,2099-12-31,
2313882,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretation ",Procedure,CPT4,CPT4,S,93350,1970-01-01,2099-12-31,
2313881,Doppler echocardiography color flow velocity mapping (List separately in addition to codes for echocardiography),Procedure,CPT4,CPT4,,93325,1970-01-01,2099-12-31,
2313884,Use of echocardiographic contrast agent during stress echocardiography (List separately in addition to code for primary procedure),Procedure,CPT4,CPT4,S,93352,2009-04-06,2099-12-31,
2313883,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretation ",Procedure,CPT4,CPT4,S,93351,2009-04-06,2099-12-31,
2514558,"Initial hospital or birthing center care, per day, for evaluation and management of normal newborn infant admitted and discharged on the same date",Procedure,CPT4,CPT4,S,99463,2009-04-06,2099-12-31,
2514557,"Subsequent hospital care, per day, for evaluation and management of normal newborn",Procedure,CPT4,CPT4,S,99462,2009-04-06,2099-12-31,
2514556,"Initial care, per day, for evaluation and management of normal newborn infant seen in other than hospital or birthing center",Procedure,CPT4,CPT4,S,99461,2009-04-06,2099-12-31,
2514555,"Initial hospital or birthing center care, per day, for evaluation and management of normal newborn infant",Procedure,CPT4,CPT4,S,99460,2009-04-06,2099-12-31,
2514572,"Subsequent intensive care, per day, for the evaluation and management of the recovering infant (present body weight of 2501-5000 grams)",Procedure,CPT4,CPT4,S,99480,2009-04-06,2099-12-31,
2514571,"Subsequent intensive care, per day, for the evaluation and management of the recovering low birth weight infant (present body weight of 1500-2500 grams)",Procedure,CPT4,CPT4,S,99479,2009-04-06,2099-12-31,
2514570,"Subsequent intensive care, per day, for the evaluation and management of the recovering very low birth weight infant (present body weight less than 1500 grams)",Procedure,CPT4,CPT4,S,99478,2009-04-06,2099-12-31,
2313869,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",Procedure,CPT4,CPT4,S,93306,2009-04-06,2099-12-31,
2313868,Transthoracic echocardiography for congenital cardiac anomalies; follow-up or limited study,Procedure,CPT4,CPT4,S,93304,1970-01-01,2099-12-31,
2313867,Transthoracic echocardiography for congenital cardiac anomalies; complete,Procedure,CPT4,CPT4,S,93303,1970-01-01,2099-12-31,
2313800,"Endoluminal imaging of coronary vessel or graft using intravascular ultrasound (IVUS) or optical coherence tomography (OCT) during diagnostic evaluation and/or therapeutic intervention including imaging supervision, interpretation and report; each additio",Procedure,CPT4,CPT4,S,92979,1970-01-01,2099-12-31,
2213558,"Psychiatric evaluation of hospital records, other psychiatric reports, psychometric and/or projective tests, and other accumulated data for medical diagnostic purposes",Procedure,CPT4,CPT4,S,90885,1970-01-01,2099-12-31,
710016,Myocardial strain imaging using speckle tracking-derived assessment of myocardial mechanics (List separately in addition to codes for echocardiography imaging),Procedure,CPT4,CPT4,S,93356,2020-05-04,2099-12-31,
1552138,Percutaneous transluminal coronary lithotripsy (List separately in addition to code for primary procedure),Procedure,CPT4,CPT4,S,0715T,2023-05-01,2099-12-31,
759555,"Percutaneous transcatheter implantation of interatrial septal shunt device, including right and left heart catheterization, intracardiac echocardiography, and imaging guidance by the proceduralist, when performed",Procedure,CPT4,CPT4,S,0613T,2021-05-03,2099-12-31,
32254,Hospital-Swing Beds,Visit,UB04 Typ bill,Visit,S,18,1970-01-01,2099-12-31,
9203,Emergency Room Visit,Visit,Visit,Visit,S,ER,1970-01-01,2099-12-31,
262,Emergency Room and Inpatient Visit,Visit,Visit,Visit,S,ERIP,1970-01-01,2099-12-31,
9201,Inpatient Visit,Visit,Visit,Visit,S,IP,1970-01-01,2099-12-31,
42898160,Non-hospital institution Visit,Visit,Visit,Visit,S,LTCP,1970-01-01,2099-12-31,
581478,Ambulance Visit,Visit,Visit,Visit,S,OMOP4822457,1970-01-01,2099-12-31,
581477,Office Visit,Visit,Visit,Visit,S,OMOP4822458,1970-01-01,2099-12-31,
581476,Home Visit,Visit,Visit,Visit,S,OMOP4822459,1970-01-01,2099-12-31,
32037,Intensive Care,Visit,Visit,Visit,S,OMOP4822460,1970-01-01,2099-12-31,
32036,Laboratory Visit,Visit,Visit,Visit,S,OMOP4822461,1970-01-01,2099-12-31,
581458,Pharmacy visit,Visit,Visit,Visit,S,OMOP4822462,1970-01-01,2099-12-31,
32760,Isolation in inpatient setting,Visit,Visit,Visit,S,OMOP4873971,1970-01-01,2099-12-31,
9202,Outpatient Visit,Visit,Visit,Visit,S,OP,1970-01-01,2099-12-31,
4034866,"Fetal echocardiography, real time with image documentation (2D) with M-mode recording",Procedure,SNOMED,Procedure,S,15282006,2002-01-31,2099-12-31,
46270158,Acute ST segment elevation myocardial infarction of posterolateral wall,Condition,SNOMED,Clinical Finding,S,15712841000119100,2015-07-31,2099-12-31,
46270159,Acute ST segment elevation myocardial infarction of anterolateral wall,Condition,SNOMED,Clinical Finding,S,15712881000119105,2015-07-31,2099-12-31,
46274044,Acute ST segment elevation myocardial infarction of lateral wall,Condition,SNOMED,Clinical Finding,S,15712921000119103,2015-07-31,2099-12-31,
46270160,Acute ST segment elevation myocardial infarction of anteroseptal wall,Condition,SNOMED,Clinical Finding,S,15712961000119108,2015-07-31,2099-12-31,
46270161,Acute ST segment elevation myocardial infarction of posterior wall,Condition,SNOMED,Clinical Finding,S,15713041000119103,2015-07-31,2099-12-31,
46270162,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion,Condition,SNOMED,Clinical Finding,S,15713081000119108,2015-07-31,2099-12-31,
46270163,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion,Condition,SNOMED,Clinical Finding,S,15713121000119105,2015-07-31,2099-12-31,
46270164,Acute ST segment elevation myocardial infarction of septum,Condition,SNOMED,Clinical Finding,S,15713161000119100,2015-07-31,2099-12-31,
46273495,Acute ST segment elevation myocardial infarction of posterobasal wall,Condition,SNOMED,Clinical Finding,S,15713201000119105,2015-07-31,2099-12-31,
36712982,Unstable angina co-occurrent and due to coronary arteriosclerosis,Condition,SNOMED,Clinical Finding,S,15960061000119102,2017-01-31,2099-12-31,
35615053,Unstable angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft,Condition,SNOMED,Clinical Finding,S,15960661000119107,2018-07-31,2099-12-31,
761736,Acute ST segment elevation myocardial infarction of anteroapical wall,Condition,SNOMED,Clinical Finding,S,15962541000119106,2017-09-01,2099-12-31,
42539267,Multiple liveborn in hospital by vaginal delivery,Observation,SNOMED,Context-dependent,S,16089691000119102,2018-01-31,2099-12-31,
4060628,Echocardiogram normal,Condition,SNOMED,Clinical Finding,S,169240004,2002-01-31,2099-12-31,
4059699,Echocardiogram abnormal,Condition,SNOMED,Clinical Finding,S,169241000,2002-01-31,2099-12-31,
4020653,Percutaneous transluminal balloon angioplasty of bypass graft of coronary artery,Procedure,SNOMED,Procedure,S,175066001,2002-01-31,2099-12-31,
36713074,Single liveborn born in hospital by vaginal delivery,Observation,SNOMED,Context-dependent,S,17561000119102,2017-01-31,2099-12-31,
44789455,Insertion of drug-eluting coronary artery stent,Procedure,SNOMED,Procedure,S,203741000000101,2006-04-01,2099-12-31,
4337739,Percutaneous directional coronary atherectomy,Procedure,SNOMED,Procedure,S,232727003,2002-01-31,2099-12-31,
4084945,Echocardiography for determining posterior left ventricular wall thickness,Procedure,SNOMED,Procedure,S,24058001,2002-01-31,2099-12-31,
4098215,Intravascular echocardiography,Procedure,SNOMED,Procedure,S,252420009,2002-01-31,2099-12-31,
4098216,Intracavitary echocardiography,Procedure,SNOMED,Procedure,S,252421008,2002-01-31,2099-12-31,
37395582,History of acute ST segment elevation myocardial infarction,Observation,SNOMED,Context-dependent,,285721000119104,2016-07-31,2099-12-31,
43020460,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,Condition,SNOMED,Clinical Finding,S,285981000119103,2013-01-31,2099-12-31,
4148981,Intensive care unit,Observation,SNOMED,Location,S,309904001,2002-01-31,2099-12-31,
4149943,Cardiac intensive care unit,Observation,SNOMED,Location,S,309907008,2002-01-31,2099-12-31,
4148497,Pediatric intensive care unit,Observation,SNOMED,Location,S,309910001,2002-01-31,2099-12-31,
4149127,Intensive care service,Observation,SNOMED,Qualifier Value,S,310032008,2002-01-31,2099-12-31,
4151632,Intravascular ultrasound of coronary artery,Procedure,SNOMED,Procedure,S,310658009,2002-01-31,2099-12-31,
4147613,Echocardiography for determining ventricular contraction,Procedure,SNOMED,Procedure,S,35757004,2002-01-31,2099-12-31,
4283892,Placement of stent in coronary artery,Procedure,SNOMED,Procedure,S,36969009,2002-01-31,2099-12-31,
4305721,Referral for echocardiography,Observation,SNOMED,Procedure,S,390791001,2003-01-31,2099-12-31,
4264285,Percutaneous transluminal coronary angioplasty by rotoablation,Procedure,SNOMED,Procedure,S,397193006,2003-07-31,2099-12-31,
4265293,"Percutaneous transluminal coronary angioplasty with rotoablation, single vessel",Procedure,SNOMED,Procedure,S,397431004,2003-07-31,2099-12-31,
4216774,Transesophageal echocardiographic valvular monitoring,Observation,SNOMED,Procedure,S,397835000,2003-07-31,2099-12-31,
4162102,Transesophageal echocardiographic monitoring,Observation,SNOMED,Procedure,S,397986006,2003-07-31,2099-12-31,
4161943,Transesophageal echocardiographic ventricular function monitoring,Observation,SNOMED,Procedure,S,398305002,2003-07-31,2099-12-31,
