concept_id,concept_synonym_name,language_concept_id
2514408,"Subsequent hospital observation care, per day, for evaluation and management of patient requiring medically appropriate history and moderate level of medical decision making. If using time, at least 35 minutes total time on encounter date must be met.",4180186
2514408,"Subsequent hospital observation care, per day, for evaluation and management of patient requiring medically appropriate examination and moderate level of medical decision making. If usng time, at least 35 minutes total time on encounter date must be met.",4180186
2514408,"Subsequent hospital inpatient care, per day, for evaluation and management of patient requiring medically appropriate examination and history and moderate level of medical decision making. If using time, at least 35 minutes total time on encounter date must be met.",4180186
2514408,"Subsequent hospital observation care, per day, for evaluation and management of patient requiring medically appropriate examination and history and moderate level of medical decision making. If using time, at least 35 minutes total time on encounter date must be met.",4180186
2514408,"Subsequent hospital inpatient or observation care, per day, for the evaluation and management of a patient, which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using total time on the da... | [Health Care Activity]",4180186
2514558,Initial hospital care for evaluation and management of normal newborn with admission and discharge on same date,4180186
2514558,1ST HOSP/BIRTHING CENTER NB ADMIT & DSCHG SM DAT,4180186
2514558,Initial birthing center care for evaluation and management of normal newborn with admission and discharge on same date,4180186
2514558,Initial inpatient hospital or birthing center same date care and discharge of newborn,4180186
2514558,"Initial hospital or birthing center care, per day, for evaluation and management of normal newborn infant admitted and discharged on the same date | [Health Care Activity] - [Therapeutic or Preventive Procedure]",4180186
2514571,Subsequent intensive care for evaluation and management of recovering infant with present body weight of 1500-2500 g,4180186
2514571,SUBSEQUENT INTENSIVE CARE INFANT 1500-2500 GRAMS,4180186
2514571,"Subsequent intensive care, per day, for the evaluation and management of the recovering low birth weight infant (present body weight of 1500-2500 grams) | [Health Care Activity]",4180186
2514571,Follow-up intensive care of recovering low birth weight infant per day,4180186
2616263,"Tte w or w/o fol w/cont, com",4180186
2616268,"Tee w or w/o fol w/cont,cong",4180186
2616271,"Tte w or wo fol wcon,doppler",4180186
2616271,"Transthoracic echocardiography with contrast, or without contrast followed by with contrast, real-time with image documentation (2d), includes m-mode recording, when performed, complete, with spectral doppler echocardiography, and with color flow doppler echocardiography",4180186
2618104,Alcohol and/or drug services,4180186
2618111,Alcohol and/or drug services,4180186
2721013,Partial hospitalization serv,4180186
2725472,"Dilation of 4+ Cor Art with Intralum Dev, Perc Approach",4180186
2725472,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous @ Intraluminal Device @ No Qualifier",4180186
2725473,"Dilate 4+ Cor Art, Bifurc, w Radioact Intralum, Perc",4180186
2725473,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous @ Intraluminal Device, Radioactive @ Bifurcation",4180186
2725476,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous @ No Device @ No Qualifier",4180186
2725476,"Dilation of 4+ Cor Art, Perc Approach",4180186
2725898,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Open @ Intraluminal Device @ Bifurcation",4180186
2725898,"Dilate 1 Cor Art, Bifurc, w Intralum Dev, Open",4180186
2725900,"Dilate 1 Cor Art, Bifurc, w Radioact Intralum, Open",4180186
2725900,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Open @ Intraluminal Device, Radioactive @ Bifurcation",4180186
2725910,"Dilation of 1 Cor Art, Bifurc, Perc Approach",4180186
2725910,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous @ No Device @ Bifurcation",4180186
2725914,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous Endoscopic @ Intraluminal Device @ Bifurcation",4180186
2725914,"Dilate 1 Cor Art, Bifurc, w Intralum Dev, Perc Endo",4180186
2725915,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous Endoscopic @ Intraluminal Device @ No Qualifier",4180186
2725915,"Dilation of 1 Cor Art with Intralum Dev, Perc Endo Approach",4180186
2725928,"Dilate 2 Cor Art, Bifurc, w Drug-elut Intra, Perc",4180186
2725928,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting @ Bifurcation",4180186
2725951,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Three Arteries @ Open @ No Device @ No Qualifier",4180186
2725970,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Open @ Intraluminal Device @ Bifurcation",4180186
2725970,"Dilate 4+ Cor Art, Bifurc, w Intralum Dev, Open",4180186
2786057,Imaging @ Heart @ Ultrasonography @ Heart with Aorta @ None @ None @ Intravascular,4180186
2786059,Imaging @ Heart @ Ultrasonography @ Heart with Aorta @ None @ None @ None,4180186
2786419,Imaging @ Veins @ Ultrasonography @ Superior Vena Cava @ None @ None @ Intravascular,4180186
2786422,Imaging @ Veins @ Ultrasonography @ Inferior Vena Cava @ None @ None @ Intravascular,4180186
2786617,"Imaging @ Veins @ Ultrasonography @ Lower Extremity Veins, Left @ None @ None @ Intravascular",4180186
2786626,"Imaging @ Veins @ Ultrasonography @ Renal Vein, Left @ None @ None @ Intravascular",4180186
2787194,Administration @ Physiological Systems and Anatomical Regions @ Introduction @ Coronary Artery @ Percutaneous @ Thrombolytic @ Other Thrombolytic,4180186
2787194,"Introduce Oth Thrombolytic in Coronary Art, Perc",4180186
2787577,"Imaging @ Upper Arteries @ Ultrasonography @ Common Carotid Arteries, Bilateral @ None @ None @ Intravascular",4180186
2787577,"Ultrasonography of Bi Com Carotid, Intravasc",4180186
2787589,"Ultrasonography of Bi Up Extrem Art, Intravasc",4180186
2787589,"Imaging @ Upper Arteries @ Ultrasonography @ Upper Extremity Arteries, Bilateral @ None @ None @ Intravascular",4180186
2787591,Imaging @ Upper Arteries @ Ultrasonography @ Intracranial Arteries @ None @ None @ Intravascular,4180186
2788613,"Imaging @ Lower Arteries @ Ultrasonography @ Renal Artery, Right @ None @ None @ Intravascular",4180186
3655775,Percutaneous coronary intervention of circumflex branch of left coronary artery (procedure),4180186
3655775,PCI (percutaneous coronary intervention) of circumflex branch of left coronary artery,4180186
3661504,Acute ST segment elevation myocardial infarction due to occlusion of distal portion of anterior descending branch of left coronary artery (disorder),4180186
3661504,Acute ST segment elevation myocardial infarction due to occlusion of distal portion of anterior descending branch of left coronary artery,4180186
3661504,Acute STEMI (ST elevation myocardial infarction) due to distal LAD (left anterior descending) coronary artery occlusion,4180186
4034866,"Fetal echocardiography, real time with image documentation (2D) with M-mode recording (procedure)",4180186
4034866,"Foetal echocardiography, real time with image documentation (2D) with M-mode recording",4180186
4162102,Transoesophageal echocardiographic monitoring,4180186
4162102,Transesophageal echocardiographic monitoring (regime/therapy),4180186
4171076,Ultrasound scan of cardiac vessels,4180186
4171076,Ultrasound scan of cardiac vessels (procedure),4180186
4171077,Fluoroscopic angiography of coronary artery with contrast and insertion of stent (procedure),4180186
4171077,Fluoroscopy and stent coronary artery with contrast,4180186
4171077,Fluoroscopic arteriography of coronary artery with contrast and insertion of stent,4180186
4181025,Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery (procedure),4180186
4212973,Emergency percutaneous coronary intervention (procedure),4180186
4225556,Psychiatric intensive care unit (environment),4180186
4230911,Echocardiogram,4180186
4230911,Echocardiography (procedure),4180186
4230911,Diagnostic ultrasound of heart,4180186
4230911,US heart scan,4180186
4230911,Echocardiographic procedure,4180186
4230911,Ultrasonography of heart,4180186
4230911,US scan of heart,4180186
4230911,Cardiac US scan,4180186
4230911,Cardiac echo,4180186
4248531,Echocardiogram shows left ventricular systolic dysfunction (finding),4180186
4296653,Acute ST segment elevation myocardial infarction (disorder),4180186
4296653,STEMI - ST elevation myocardial infarction,4180186
4303797,Angioplasty of coronary artery using fluoroscopic guidance with contrast (procedure),4180186
4303797,Angioplasty of coronary artery using fluoroscopic guidance with contrast,4180186
4330920,Percutaneous transluminal angioplasty of coronary artery using fluoroscopic guidance with contrast,4180186
4330920,Percutaneous transluminal angioplasty of coronary artery using fluoroscopic guidance with contrast (procedure),4180186
35207684,ST elevation (STEMI) myocardial infarction of unsp site,4180186
35614205,"Coronary angioplasty balloon catheter, drug-eluting 3.0mm x 15mm (physical object)",4180186
35614216,"Coronary angioplasty balloon catheter, drug-eluting 2.5mm x 20mm (physical object)",4180186
35614238,SeQuent Please 5022211 drug-eluting coronary angioplasty balloon catheter 4.0mm x 15mm (B.Braun Medical Ltd) (physical object),4180186
35614242,SeQuent Please 5022215 drug-eluting coronary angioplasty balloon catheter 3.0mm x 17mm (B.Braun Medical Ltd) (physical object),4180186
35614248,SeQuent Please 5022225 drug-eluting coronary angioplasty balloon catheter 3.5mm x 20mm (B.Braun Medical Ltd) (physical object),4180186
36713465,Singleton liveborn born in hospital (situation),4180186
36713465,"Singleton, born in hospital",4180186
36713466,Singleton liveborn born outside hospital (situation),4180186
36715437,Drug-coated-metal coronary artery stent (product),4180186
37201112,"Other coma, without Glasgow, or w/part score, 24+hrs",4180186
37209048,Point of care cardiac ultrasonography (procedure),4180186
37209048,Point of care ultrasound of heart,4180186
37209048,Point of care ultrasound scan of heart,4180186
38004277,"Hospitals, Long Term Care Hospital",4180186
38004279,"Hospitals, General Acute Care Hospital",4180186
38004280,"Hospitals, General Acute Care Hospital, Critical Access",4180186
38004287,"Hospitals, Special Hospital",4180186
38004290,"Hospitals, Military Hospital, Military General Acute Care Hospital",4180186
42894479,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous @ Intraluminal Device, Drug-eluting, Two @ Bifurcation",4180186
42894479,"Dilate of 1 Cor Art, Bifurc, with 2 Drug-elut, Perc Approach",4180186
42894589,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Three Arteries @ Open @ Intraluminal Device, Drug-eluting, Three @ No Qualifier",4180186
42894589,"Dilation of 3 Cor Art with 3 Drug-elut, Open Approach",4180186
42894596,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Three Arteries @ Open @ Intraluminal Device, Four or More @ Bifurcation",4180186
42894596,"Dilate 3 Cor Art, Bifurc, w 4+ Intralum Dev, Open",4180186
42894614,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Three Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Four or More @ Bifurcation",4180186
42894614,"Dilate 3 Cor Art, Bifurc, w 4 Drug-elut, Perc Endo",4180186
42894625,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Open @ Intraluminal Device, Drug-eluting, Three @ No Qualifier",4180186
42894625,"Dilation of 4+ Cor Art with 3 Drug-elut, Open Approach",4180186
42894626,"Dilate 4+ Cor Art, Bifurc, w 4 Drug-elut, Open",4180186
42894626,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Open @ Intraluminal Device, Drug-eluting, Four or More @ Bifurcation",4180186
42894643,"Dilate 4+ Cor Art, Bifurc, w 2 Drug-elut, Perc",4180186
42894643,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting, Two @ Bifurcation",4180186
42894644,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting, Two @ No Qualifier",4180186
42894644,"Dilation of 4+ Cor Art with 2 Drug-elut, Perc Approach",4180186
42894645,"Dilate 4+ Cor Art, Bifurc, w 3 Drug-elut, Perc",4180186
42894645,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting, Three @ Bifurcation",4180186
42894647,"Dilate 4+ Cor Art, Bifurc, w 4 Drug-elut, Perc",4180186
42894647,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting, Four or More @ Bifurcation",4180186
42894648,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting, Four or More @ No Qualifier",4180186
42894648,"Dilation of 4+ Cor Art with 4 Drug-elut, Perc Approach",4180186
42894655,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Two @ Bifurcation",4180186
42894655,"Dilate 4+ Cor Art, Bifurc, w 2 Drug-elut, Perc Endo",4180186
42894656,"Dilation of 4+ Cor Art with 2 Drug-elut, Perc Endo Approach",4180186
42894656,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Two @ No Qualifier",4180186
42894657,"Dilate 4+ Cor Art, Bifurc, w 3 Drug-elut, Perc Endo",4180186
42894657,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Three @ Bifurcation",4180186
42894668,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous @ Intraluminal Device, Two @ No Qualifier",4180186
42894668,"Dilation of 1 Cor Art with 2 Intralum Dev, Perc Approach",4180186
42894670,"Dilation of 1 Cor Art with 3 Intralum Dev, Perc Approach",4180186
42894670,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous @ Intraluminal Device, Three @ No Qualifier",4180186
42894672,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous @ Intraluminal Device, Four or More @ No Qualifier",4180186
42894672,"Dilation of 1 Cor Art with 4+ Intralum Dev, Perc Approach",4180186
42894680,"Dilate of 1 Cor Art with 2 Intralum Dev, Perc Endo Approach",4180186
42894680,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous Endoscopic @ Intraluminal Device, Two @ No Qualifier",4180186
42894681,"Dilate 1 Cor Art, Bifurc, w 3 Intralum Dev, Perc Endo",4180186
42894681,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous Endoscopic @ Intraluminal Device, Three @ Bifurcation",4180186
42894693,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Open @ Intraluminal Device, Three @ Bifurcation",4180186
42894693,"Dilate 2 Cor Art, Bifurc, w 3 Intralum Dev, Open",4180186
42894709,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Two @ Bifurcation",4180186
42894709,"Dilate 2 Cor Art, Bifurc, w 2 Drug-elut, Perc Endo",4180186
42894710,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Two @ No Qualifier",4180186
42894710,"Dilation of 2 Cor Art with 2 Drug-elut, Perc Endo Approach",4180186
42894711,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Three @ Bifurcation",4180186
42894711,"Dilate 2 Cor Art, Bifurc, w 3 Drug-elut, Perc Endo",4180186
42894712,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Three @ No Qualifier",4180186
42894712,"Dilation of 2 Cor Art with 3 Drug-elut, Perc Endo Approach",4180186
42894714,"Dilation of 2 Cor Art with 4 Drug-elut, Perc Endo Approach",4180186
42894714,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Four or More @ No Qualifier",4180186
42894717,"Dilate 2 Cor Art, Bifurc, w 3 Intralum Dev, Perc Endo",4180186
42894717,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Three @ Bifurcation",4180186
42898160,Long Term Care Visit,4180186
43020942,Foetal echocardiography screening,4180186
43020942,Fetal echocardiography screening (procedure),4180186
43022021,Transluminal intracardiac echocardiography for congenital heart disease (procedure),4180186
43528003,"Removal of plaque, insertion of stent and/or balloon dilation of single coronary artery, branch or bypass graft",4180186
43528003,"Percutaneous transluminal revascularization of chronic total occlusion of a single coronary artery bypass graft with atherectomy, angioplasty, and insertion of stent",4180186
43528003,"Percutaneous transluminal revascularization of chronic total occlusion of a single coronary artery with atherectomy, angioplasty, and insertion of stent",4180186
43528003,"Percutaneous transluminal revascularization of chronic total occlusion of a single coronary artery branch with atherectomy, angioplasty, and insertion of stent",4180186
43528003,PRQ TRLUML CORONRY CHRONIC OCCLUS REVASC ONE VSL,4180186
43528003,"Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty; single vessel | [Therapeutic or Preventive Procedure]",4180186
43531439,Percutaneous insertion of drug eluting stent into coronary artery using fluoroscopic guidance with contrast (procedure),4180186
43531439,Percutaneous insertion of drug eluting stent into coronary artery using fluoroscopic guidance with contrast,4180186
43533354,Perc d-e cor revasc chro sin,4180186
44805202,Transthoracic echocardiography for complex congenital heart disease (procedure),4180186
44822689,Oth mult lb-in hosp w cs,4180186
44822691,Oth multiple sb-nonhosp,4180186
44823819,Twin NOS-nonhosp,4180186
44827347,Twin-mate lb-in hos w cs,4180186
44828529,Twin-mate lb-hosp w/o cs,4180186
44828532,Mult lb/sb-in hosp w cs,4180186
44837806,Singl livebrn-before adm,4180186
44837810,Liveborn NOS-nonhosp,4180186
45534448,"Coma scale, best verbal response, oriented, 24+hrs",4180186
45568130,"Coma scale, best motor response, flexion withdrawal, 24+hrs",4180186
45572080,STEMI involving left circumflex coronary artery,4180186
45759034,Bare metal coronary artery stent (physical object),4180186
45760475,Basic coronary angioplasty balloon catheter (physical object),4180186
45766241,Subsequent non-ST segment elevation myocardial infarction (disorder),4180186
45766241,Subsequent NSTEMI (non-ST segment elevation myocardial infarction),4180186
710016,Myocardial strain imaging using speckle tracking-derived assessment of myocardial mechanics,4180186
710016,MYOCRD STRAIN IMG SPECKLE TRCK ASSMT MYOCRD MECH,4180186
710016,Heart muscle strain imaging,4180186
710016,Myocardial strain imaging using speckle tracking-derived assessment of myocardial mechanics (List separately in addition to codes for echocardiography imaging) | [Diagnostic Procedure],4180186
1314486,Pt not died w/in 30d of proc,4180186
1389762,"Principal care management services, for a single high-risk disease, with the following required elements: one complex chronic condition expected to last at least 3 months, and that places the patient at significant risk of hospitalization, acute exacerbation/decompensation, functional decline, or death, the condition requires development, monitoring, or revision of disease-specific care plan, the condition requires frequent adjustments in the medication regimen and/or the management of the condition is unusually complex due to comorbidities, ongoing communication and care coordination between relevant practitioners furnishing care; each additional 30 minutes of clinical staff time directed by a physician or other qualified health care professional, per calendar month (List separately in addition to code for primary procedure)",4180186
1389762,PRINCIPAL CARE MGMT SVC EA ADDL 30 STAFF CAL MO,4180186
1389762,"Principal care management services for a single high-risk disease, each additional 30 minutes of clinical staff time directed by health care professional, per calendar month",4180186
1389762,"Principal care management services for single complex chronic condition with significant risk of death, acute exacerbation/decompensation, or functional decline, comprehensive care plan established, implemented, revised, or monitored, each additional 30 minutes of clinical staff time directed by qualified health care professional, per calendar month",4180186
1389762,"Principal care management services, for a single high-risk disease, with the following required elements: one complex chronic condition expected to last at least 3 months, and that places the patient at significant risk of hospitalization, acute exacer... | [Health Care Activity]",4180186
1569130,Subsequent STEMI & NSTEMI mocard infrc,4180186
2006918,Dx ultrasound-heart,4180186
2211776,Imaging supervision and interpretation of ultrasonic guidance for endomyocardial biopsy,4180186
2211776,US ENDOMYOCARDIAL BIOPSY RS&I,4180186
2211776,"Ultrasonic guidance for endomyocardial biopsy, imaging supervision and interpretation | [Diagnostic Procedure]",4180186
2211776,Ultrasonic guidance for biopsy of heart muscle,4180186
2313870,Complete real time transthoracic echocardiography with 2-dimensional (2D) image documentation and M-mode recording,4180186
2313870,Complete real time transthoracic echocardiography with 2-dimensional (2D) image documentation,4180186
2313870,ECHO TRANSTHORAC R-T 2D W/WO M-MODE REC COMP,4180186
2313870,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, without spectral or color Doppler echocardiography | [Diagnostic Procedure]",4180186
2313870,Ultrasound of heart,4180186
2313883,"Real time transthoracic echocardiography with 2-dimensional (2D) image documentation during rest and cardiovascular stress test using treadmill, bicycle exercise and pharmacologically induced stress, with interpretation and report, including performance of continuous electrocardiographic monitoring, with physician supervision",4180186
2313883,"Real time transthoracic echocardiography with 2-dimensional (2D) image documentation, includes M-mode recording during rest and cardiovascular stress test using treadmill, pharmacologically induced stress, with interpretation and report, including performance of continuous electrocardiographic monitoring, with physician supervision",4180186
2313883,"Real time transthoracic echocardiography with 2-dimensional (2D) image documentation during rest and cardiovascular stress test using treadmill, pharmacologically induced stress, with interpretation and report, including performance of continuous electrocardiographic monitoring, with physician supervision",4180186
2313883,"Real time transthoracic echocardiography with 2-dimensional (2D) image documentation, includes M-mode recording during rest and cardiovascular stress test using treadmill, bicycle exercise induced stress, with interpretation and report, including performance of continuous electrocardiographic monitoring, with physician supervision",4180186
2313883,"Real time transthoracic echocardiography with 2-dimensional (2D) image documentation during rest and cardiovascular stress test using treadmill, bicycle exercise induced stress, with interpretation and report, including performance of continuous electrocardiographic monitoring, with physician supervision",4180186
2313883,"Real time transthoracic echocardiography with 2-dimensional (2D) image documentation, includes M-mode recording during rest and cardiovascular stress test using treadmill, bicycle exercise and pharmacologically induced stress, with interpretation and report, including performance of continuous electrocardiographic monitoring, with physician supervision",4180186
2313883,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretation and report; including performance of continuous electrocardiographic monitoring, with supervision by a physician or other qualified health care professional",4180186
2313883,ECHO TTHRC R-T 2D W/WO M-MODE REST&STRS CONT ECG,4180186
2313883,"Ultrasound of heart with continuous electrocardiogram (ECG) during rest, exercise and/or drug induced stress with review and report",4180186
2313883,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretati... | [Diagnostic Procedure] - [Therapeutic or Preventive Procedure]",4180186
