concept_id,concept_synonym_name,language_concept_id
42894620,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Three Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Four or More @ Bifurcation",4180186
42894646,"Dilation of 4+ Cor Art with 3 Drug-elut, Perc Approach",4180186
42894646,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting, Three @ No Qualifier",4180186
42894665,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Four or More @ Bifurcation",4180186
42894665,"Dilate 4+ Cor Art, Bifurc, w 4+ Intralum Dev, Perc Endo",4180186
42894667,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous @ Intraluminal Device, Two @ Bifurcation",4180186
42894667,"Dilate 1 Cor Art, Bifurc, w 2 Intralum Dev, Perc",4180186
42894671,"Dilate 1 Cor Art, Bifurc, w 4+ Intralum Dev, Perc",4180186
42894671,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous @ Intraluminal Device, Four or More @ Bifurcation",4180186
42894676,"Dilation of 1 Cor Art with 3 Drug-elut, Perc Endo Approach",4180186
42894676,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Three @ No Qualifier",4180186
42894679,"Dilate 1 Cor Art, Bifurc, w 2 Intralum Dev, Perc Endo",4180186
42894679,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous Endoscopic @ Intraluminal Device, Two @ Bifurcation",4180186
42894682,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous Endoscopic @ Intraluminal Device, Three @ No Qualifier",4180186
42894682,"Dilate of 1 Cor Art with 3 Intralum Dev, Perc Endo Approach",4180186
42894684,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous Endoscopic @ Intraluminal Device, Four or More @ No Qualifier",4180186
42894684,"Dilate of 1 Cor Art with 4+ Intralum Dev, Perc Endo Approach",4180186
42894707,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous @ Intraluminal Device, Four or More @ Bifurcation",4180186
42894707,"Dilate 2 Cor Art, Bifurc, w 4+ Intralum Dev, Perc",4180186
42894718,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Three @ No Qualifier",4180186
42894718,"Dilate of 2 Cor Art with 3 Intralum Dev, Perc Endo Approach",4180186
43020460,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery (disorder),4180186
43020461,Acute ST segment elevation myocardial infarction involving left main coronary artery (disorder),4180186
43021423,Transesophageal echocardiography for congenital heart disease (procedure),4180186
43021423,Transoesophageal echocardiography for congenital heart disease,4180186
43533186,"Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of drug-eluting intracoronary stent, atherectomy and angioplasty, including distal protection when performed; single vessel",4180186
43533186,Perc d-e cor revasc t cabg s,4180186
43533223,"Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of drug-eluting intracoronary stent, atherectomy and angioplasty, including distal protection when performed; each additional branch subtended by the bypass graft (list separately in addition to code for primary procedure)",4180186
43533223,Perc d-e cor revasc t cabg b,4180186
44823820,Oth mult lb-hosp w/o cs,4180186
44825000,Twin-NOS-in hosp w/o cs,4180186
44830782,Multiple nb/sb-nonhosp,4180186
44834266,Oth mult sb-hosp w/o cs,4180186
45572079,STEMI involving left anterior descending coronary artery,4180186
45586574,Athscl native cor art of txplt heart w unstable angina,4180186
45602021,"Coma scale, best verbal response, none, 24+hrs",4180186
45763963,Drug-eluting carbon-coated coronary artery stent (physical object),4180186
45766116,Acute inferior ST segment elevation myocardial infarction,4180186
45766116,Acute STEMI (ST elevation myocardial infarction) of inferior wall,4180186
45766116,Acute ST segment elevation myocardial infarction of inferior wall (disorder),4180186
45767945,Coronary artery stent (physical object),4180186
45768093,Coronary angioplasty balloon catheter (physical object),4180186
45770937,Coronary angioplasty catheter (physical object),4180186
45773170,Subsequent inferior ST segment elevation myocardial infarction,4180186
45773170,Subsequent STEMI (ST elevation myocardial infarction) of inferior wall,4180186
45773170,Subsequent ST segment elevation myocardial infarction of inferior wall (disorder),4180186
46270161,Acute ST segment elevation myocardial infarction of posterior wall (disorder),4180186
801179,Tocilizumab for covid-19,4180186
801179,"Injection, tocilizumab, for hospitalized adults and pediatric patients (2 years of age and older) with covid-19 who are receiving systemic corticosteroids and require supplemental oxygen, non-invasive or invasive mechanical ventilation, or extracorporeal membrane oxygenation (ecmo) only, 1 mg",4180186
604430,Acute isolated right ventricular ST segment elevation myocardial infarction,4180186
604430,Acute STEMI (ST segment elevation myocardial infarction) of right ventricle,4180186
604430,Acute ST segment elevation myocardial infarction of right ventricle (disorder),4180186
762946,Patient requires hospitalization (finding),4180186
1314440,Hosp new dx cva consid evst,4180186
2001502,Open coronry angioplasty,4180186
2106371,CT OR MRI BRAIN DONE W/IN 24 HRS HOSP ARRIVAL,4180186
2106371,"CT or MRI of the brain performed in the hospital within 24 hours of arrival or performed in an outpatient imaging center, to confirm initial diagnosis of stroke, TIA or intracranial hemorrhage (STR) | [Health Care Activity]",4180186
2108841,Control of complicated primary nasopharyngeal hemorrhage requiring hospitalization,4180186
2108841,Control of complicated secondary nasopharyngeal hemorrhage requiring hospitalization,4180186
2108841,CTRL NASOPHARYNGEAL HEMRRG COMP REQ HOSPIZATION,4180186
2108841,Control of bleeding of throat with insertion of packing requiring hospitalization,4180186
2108841,"Control of nasopharyngeal hemorrhage, primary or secondary (eg, postadenoidectomy); complicated, requiring hospitalization | [Therapeutic or Preventive Procedure]",4180186
2313868,Limited transthoracic echocardiography for congenital cardiac anomalies,4180186
2313868,Follow-up transthoracic echocardiography for congenital cardiac anomalies,4180186
2313868,F-UP/LIMITED TTHRC ECHO CONGENITAL CAR ANOMALY,4180186
2313868,Follow-up or limited ultrasound examination of congenital heart defect,4180186
2313868,Transthoracic echocardiography for congenital cardiac anomalies; follow-up or limited study | [Diagnostic Procedure],4180186
2313880,Follow-up pulsed wave and continuous wave with spectral display of Doppler echocardiography,4180186
2313880,Limited pulsed wave with spectral display of Doppler echocardiography,4180186
2313880,Follow-up continuous wave with spectral display of Doppler echocardiography,4180186
2313880,Limited continuous wave with spectral display of Doppler echocardiography,4180186
2313880,Limited pulsed wave and continuous wave with spectral display of Doppler echocardiography,4180186
2313880,Follow-up pulsed wave with spectral display of Doppler echocardiography,4180186
2313880,"Follow-up or limited heart doppler ultrasound study of heart blood flow, valves, and chambers",4180186
2313880,DOP ECHOCARD PULSE WAVE W/SPECTRAL F-UP/LMTD STD,4180186
2313880,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); follow-up or limited study (List separately in addition to codes for echocardiographic imaging) | [Diagnostic Procedure]",4180186
2313913,Intravascular Doppler velocity and pressure derived coronary flow reserve measurement of initial coronary vessel during coronary angiography with pharmacologically induced stress,4180186
2313913,Intravascular Doppler velocity and pressure derived coronary flow reserve measurement of initial coronary graft during coronary angiography with pharmacologically induced stress,4180186
2313913,Intravascular Doppler pressure derived coronary flow reserve measurement of initial coronary graft during coronary angiography with pharmacologically induced stress,4180186
2313913,Intravascular Doppler velocity coronary flow reserve measurement of initial coronary graft during coronary angiography with pharmacologically induced stress,4180186
2313913,Intravascular Doppler pressure derived coronary flow reserve measurement of initial coronary vessel during coronary angiography with pharmacologically induced stress,4180186
2313913,Intravascular Doppler velocity coronary flow reserve measurement of initial coronary vessel during coronary angiography with pharmacologically induced stress,4180186
2313913,"Ultrasound evaluation of heart blood vessel during diagnosis or treatment, initial vessel",4180186
2313913,Intravascular Doppler velocity and/or pressure derived coronary flow reserve measurement (coronary vessel or graft) during coronary angiography including pharmacologically induced stress; initial vessel (List separately in addition to code for primary procedure),4180186
2313913,IV DOP VEL&/OR PRESS C/FLO RSRV MEAS 1ST VSL,4180186
2313913,Intravascular Doppler velocity and/or pressure derived coronary flow reserve measurement (coronary vessel or graft) during coronary angiography including pharmacologically induced stress; initial vessel (List separately in addition to code for primary... | [Diagnostic Procedure] - [Therapeutic or Preventive Procedure],4180186
2514414,"Hospital discharge day management, more than 30 minutes",4180186
2514414,HOSPITAL DISCHARGE DAY MANAGEMENT > 30 MIN,4180186
2514414,Hospital discharge day management; more than 30 minutes | [Health Care Activity],4180186
2616267,"2d tee w or w/o fol w/con,in",4180186
2616272,"Transthoracic echocardiography, with contrast, or without contrast followed by with contrast, real-time with image documentation (2d), includes m-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretation and report; including performance of continuous electrocardiographic monitoring, with physician supervision",4180186
2616272,"Tte w or w/o contr, cont ecg",4180186
2617231,Partial hosp prog service,4180186
2617453,Direct refer hospital observ,4180186
2618107,Alcohol and/or drug services,4180186
2720560,One-way allow prorated trip,4180186
2721125,"Bone marrow or blood-derived stem cells (peripheral or umbilical), allogeneic or autologous, harvesting, transplantation, and related complications; including: pheresis and cell preparation/storage; marrow ablative therapy; drugs, supplies, hospitalization with outpatient follow-up; medical/surgical, diagnostic, emergency, and rehabilitative services; and the number of days of pre-and post-transplant care in the global definition",4180186
2721125,Bmt harv/transpl 28d pkg,4180186
2721641,"Personal care services, per 15 minutes, not for an inpatient or resident of a hospital, nursing facility, icf/mr or imd, part of the individualized plan of treatment (code may not be used to identify services provided by home health aide or certified nurse assistant)",4180186
2721641,Personal care ser per 15 min,4180186
2725464,"Dilation of 4+ Cor Art with Intralum Dev, Open Approach",4180186
2725464,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Open @ Intraluminal Device @ No Qualifier",4180186
2725465,"Dilate 4+ Cor Art, Bifurc, w Radioact Intralum, Open",4180186
2725465,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Open @ Intraluminal Device, Radioactive @ Bifurcation",4180186
2725901,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Open @ Intraluminal Device, Radioactive @ No Qualifier",4180186
2725901,"Dilation of 1 Cor Art with Radioact Intralum, Open Approach",4180186
2725909,"Dilation of 1 Cor Art with Radioact Intralum, Perc Approach",4180186
2725909,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous @ Intraluminal Device, Radioactive @ No Qualifier",4180186
2725919,"Dilation of Coronary Artery, One Artery, Perc Endo Approach",4180186
2725919,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous Endoscopic @ No Device @ No Qualifier",4180186
2725922,"Dilate 2 Cor Art, Bifurc, w Intralum Dev, Open",4180186
2725922,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Open @ Intraluminal Device @ Bifurcation",4180186
2725929,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting @ No Qualifier",4180186
2725929,"Dilation of 2 Cor Art with Drug-elut Intra, Perc Approach",4180186
2725930,"Dilate 2 Cor Art, Bifurc, w Intralum Dev, Perc",4180186
2725930,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous @ Intraluminal Device @ Bifurcation",4180186
2725941,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Radioactive @ No Qualifier",4180186
2725941,"Dilate 2 Cor Art w Radioact Intralum, Perc Endo",4180186
2785849,"Imaging @ Heart @ Ultrasonography @ Coronary Artery, Single @ Other Contrast @ None @ None",4180186
2785849,Ultrasonography of Single Coronary Artery using Oth Contrast,4180186
2785850,"Imaging @ Heart @ Ultrasonography @ Coronary Artery, Single @ None @ None @ Intravascular",4180186
2785854,"Imaging @ Heart @ Ultrasonography @ Coronary Arteries, Multiple @ None @ None @ Intravascular",4180186
2786410,"Imaging @ Veins @ Ultrasonography @ Jugular Veins, Left @ None @ None @ Intravascular",4180186
2786620,"Ultrasonography of Bi Low Extrem Vein, Intravasc",4180186
2786620,"Imaging @ Veins @ Ultrasonography @ Lower Extremity Veins, Bilateral @ None @ None @ Intravascular",4180186
2786638,"Ultrasonography of Bi Up Extrem Vein, Intravasc",4180186
2786638,"Imaging @ Veins @ Ultrasonography @ Upper Extremity Veins, Bilateral @ None @ None @ Intravascular",4180186
2787379,"Ultrasonography of R Brachioceph A, Intravasc",4180186
2787379,"Imaging @ Upper Arteries @ Ultrasonography @ Brachiocephalic-Subclavian Artery, Right @ None @ None @ Intravascular",4180186
2787571,"Imaging @ Upper Arteries @ Ultrasonography @ Subclavian Artery, Left @ None @ None @ Intravascular",4180186
2787583,"Ultrasonography of Bi Int Carotid, Intravasc",4180186
2787583,"Imaging @ Upper Arteries @ Ultrasonography @ Internal Carotid Arteries, Bilateral @ None @ None @ Intravascular",4180186
2787585,"Ultrasonography of Right Upper Extremity Arteries, Intravasc",4180186
2787585,"Imaging @ Upper Arteries @ Ultrasonography @ Upper Extremity Arteries, Right @ None @ None @ Intravascular",4180186
2787587,"Ultrasonography of Left Upper Extremity Arteries, Intravasc",4180186
2787587,"Imaging @ Upper Arteries @ Ultrasonography @ Upper Extremity Arteries, Left @ None @ None @ Intravascular",4180186
2788619,"Ultrasonography of Other Intra-Abdominal Arteries, Intravasc",4180186
2788619,"Imaging @ Lower Arteries @ Ultrasonography @ Intra-Abdominal Arteries, Other @ None @ None @ Intravascular",4180186
2788623,"Ultrasonography of Left Lower Extremity Arteries, Intravasc",4180186
2788623,"Imaging @ Lower Arteries @ Ultrasonography @ Lower Extremity Arteries, Left @ None @ None @ Intravascular",4180186
3019044,H+P; H+P.HX; History; Hospitalization hx; Nominal; P prime; Point in time; Random,4180186
3019044,Hx of Hospitalization,4180186
3019044,住院治疗史:历史记录:时间点:^患者:名义型,4182948
3042905,# hospital days since last OP visit; Cnt; Count; Dextro; H+P; H+P.HX; Hosp; No; Num; Number; OP; P prime; Past; Point in time; QNT; Quan; Quant; Quantitative; Random,4180186
3042905,# hosp days since last OP visit Reported,4180186
3661642,Acute ST segment elevation myocardial infarction due to occlusion of distal portion of right coronary artery (disorder),4180186
3661642,Acute STEMI (ST elevation myocardial infarction) due to distal RCA (right coronary artery) occlusion,4180186
4052486,Lives in a nursing home (finding),4180186
4060628,Echocardiogram normal (finding),4180186
4158567,Post percutaneous transluminal coronary angioplasty (finding),4180186
4158567,Post PTCA,4180186
4164916,"Hospital admission, transfer from other hospital or health care facility (procedure)",4180186
4203445,Echocardiography for determining prosthetic valve motion (procedure),4180186
4205195,Fluoroscopic arteriography of superficial femoral artery using contrast with insertion of drug eluting stent,4180186
4205195,Fluoroscopic angiography of superficial femoral artery using contrast with insertion of drug eluting stent (procedure),4180186
4216130,Percutaneous coronary intervention (procedure),4180186
4216130,PCI - Percutaneous coronary intervention,4180186
4238755,"Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty, single vessel (procedure)",4180186
4265293,"Percutaneous transluminal coronary angioplasty with rotoablation, single vessel (procedure)",4180186
4308794,Eastern Cooperative Oncology Group performance status finding (finding),4180186
4308794,Eastern Cooperative Oncology Group performance status finding,4180186
4328103,Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty (procedure),4180186
4329659,Intravascular ultrasonography of coronary artery using fluoroscopic guidance with contrast (procedure),4180186
4329659,Intravascular US (ultrasonography) of coronary artery using fluoroscopic guidance with contrast,4180186
4329659,Intracoronary US,4180186
4329659,Intravascular US scan of coronary artery,4180186
35607959,Percutaneous transluminal angioplasty of coronary artery using drug eluting balloon catheter (procedure),4180186
35607959,Percutaneous transluminal coronary angioplasty using drug eluting balloon catheter,4180186
35614202,"Coronary angioplasty balloon catheter, drug-eluting 2.0mm x 15mm (physical object)",4180186
35614209,"Coronary angioplasty balloon catheter, drug-eluting 2.0mm x 17mm (physical object)",4180186
35614217,"Coronary angioplasty balloon catheter, drug-eluting 2.75mm x 20mm (physical object)",4180186
35614219,"Coronary angioplasty balloon catheter, drug-eluting 3.5mm x 20mm (physical object)",4180186
35614221,"Coronary angioplasty balloon catheter, drug-eluting 2.5mm x 26mm (physical object)",4180186
35614226,"Coronary angioplasty balloon catheter, drug-eluting 3.0mm x 30mm (physical object)",4180186
35614227,"Coronary angioplasty balloon catheter, drug-eluting 3.5mm x 30mm (physical object)",4180186
35614243,SeQuent Please 5022218 drug-eluting coronary angioplasty balloon catheter 3.5mm x 17mm (B.Braun Medical Ltd) (physical object),4180186
35614254,SeQuent Please 5022240 drug-eluting coronary angioplasty balloon catheter 2.5mm x 30mm (B.Braun Medical Ltd) (physical object),4180186
37108804,History of placement of stent in coronary artery bypass graft (situation),4180186
37206167,Echocardiography with agitated saline contrast,4180186
37206167,Echocardiography with agitated saline contrast (procedure),4180186
37206167,Cardiac bubble study,4180186
37311810,Stress echocardiography (procedure),4180186
37395582,History of acute ST segment elevation myocardial infarction (situation),4180186
38004281,"Hospitals, General Acute Care Hospital, Children",4180186
38004288,"Hospitals, Military Hospital",4180186
40479237,Two dimensional transoesophageal echocardiography with spectral display,4180186
40479237,Two dimensional transesophageal echocardiography with spectral display (procedure),4180186
40483084,Twin liveborn born in hospital (situation),4180186
40483084,Twin live born in hospital,4180186
42894468,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Open @ Intraluminal Device, Drug-eluting, Two @ No Qualifier",4180186
42894468,"Dilation of 1 Cor Art with 2 Drug-elut, Open Approach",4180186
42894469,"Dilate of 1 Cor Art, Bifurc, with 3 Drug-elut, Open Approach",4180186
42894469,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Open @ Intraluminal Device, Drug-eluting, Three @ Bifurcation",4180186
42894470,"Dilation of 1 Cor Art with 3 Drug-elut, Open Approach",4180186
42894470,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Open @ Intraluminal Device, Drug-eluting, Three @ No Qualifier",4180186
42894471,"Dilate of 1 Cor Art, Bifurc, with 4 Drug-elut, Open Approach",4180186
42894471,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Open @ Intraluminal Device, Drug-eluting, Four or More @ Bifurcation",4180186
42894476,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Open @ Intraluminal Device, Three @ No Qualifier",4180186
42894476,"Dilation of 1 Cor Art with 3 Intralum Dev, Open Approach",4180186
42894483,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous @ Intraluminal Device, Drug-eluting, Four or More @ Bifurcation",4180186
42894483,"Dilate of 1 Cor Art, Bifurc, with 4 Drug-elut, Perc Approach",4180186
42894484,"Dilation of 1 Cor Art with 4 Drug-elut, Perc Approach",4180186
42894484,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, One Artery @ Percutaneous @ Intraluminal Device, Drug-eluting, Four or More @ No Qualifier",4180186
42894613,"Dilation of 3 Cor Art with 3 Drug-elut, Perc Endo Approach",4180186
42894613,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Three Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Three @ No Qualifier",4180186
42894649,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous @ Intraluminal Device, Two @ Bifurcation",4180186
42894649,"Dilate 4+ Cor Art, Bifurc, w 2 Intralum Dev, Perc",4180186
42894658,"Dilation of 4+ Cor Art with 3 Drug-elut, Perc Endo Approach",4180186
42894658,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Three @ No Qualifier",4180186
42894660,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Drug-eluting, Four or More @ No Qualifier",4180186
42894660,"Dilation of 4+ Cor Art with 4 Drug-elut, Perc Endo Approach",4180186
42894662,"Dilate of 4+ Cor Art with 2 Intralum Dev, Perc Endo Approach",4180186
42894662,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Four or More Arteries @ Percutaneous Endoscopic @ Intraluminal Device, Two @ No Qualifier",4180186
42894686,"Dilation of 2 Cor Art with 2 Drug-elut, Open Approach",4180186
42894686,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Open @ Intraluminal Device, Drug-eluting, Two @ No Qualifier",4180186
42894694,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Open @ Intraluminal Device, Three @ No Qualifier",4180186
42894694,"Dilation of 2 Cor Art with 3 Intralum Dev, Open Approach",4180186
42894696,"Dilation of 2 Cor Art with 4+ Intralum Dev, Open Approach",4180186
42894696,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Open @ Intraluminal Device, Four or More @ No Qualifier",4180186
42894697,"Dilate of 2 Cor Art, Bifurc, with 2 Drug-elut, Perc Approach",4180186
42894697,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting, Two @ Bifurcation",4180186
42894698,"Dilation of 2 Cor Art with 2 Drug-elut, Perc Approach",4180186
42894698,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting, Two @ No Qualifier",4180186
42894702,"Medical and Surgical @ Heart and Great Vessels @ Dilation @ Coronary Artery, Two Arteries @ Percutaneous @ Intraluminal Device, Drug-eluting, Four or More @ No Qualifier",4180186
42894702,"Dilation of 2 Cor Art with 4 Drug-elut, Perc Approach",4180186
43527994,"Balloon dilation of narrowed or blocked major coronary artery or branch (accessed through the skin), each additional artery or branch",4180186
43527994,Percutaneous transluminal coronary angioplasty into single major coronary artery,4180186
43527994,Percutaneous transluminal coronary angioplasty into single major coronary branch,4180186
43527994,PRQ TRLUML CORONARY ANGIOPLASTY ONE ART/BRANCH,4180186
43527994,Percutaneous transluminal coronary angioplasty; single major coronary artery or branch | [Therapeutic or Preventive Procedure],4180186
43533248,Perc d-e cor stent ather br,4180186
44784443,Foetal heart echogenicity on obstetric ultrasound scan,4180186
44784443,Fetal heart echogenicity on obstetric ultrasound scan (finding),4180186
44805204,Transluminal intracardiac echocardiography for complex congenital heart disease (procedure),4180186
44820415,"Twin, mate sb-nonhosp",4180186
44820417,Oth multiple nb-nonhosp,4180186
44824998,Single liveborn-nonhosp,4180186
44833089,Single lb in-hosp w/o cs,4180186
44836656,Status-post ptca,4180186
45539336,"Coma scale, eyes open, to sound, 24+hrs",4180186
45544144,"Coma scale, best motor response, extension, 24+hrs",4180186
45548967,"Coma scale, best motor response, localizes pain, 24+hrs",4180186
45587517,"Coma scale, best motor response, localizes pain, admit",4180186
45597184,"Coma scale, best motor response, obeys commands, 24+hrs",4180186
45758194,Radio-frequency coronary angioplasty system (physical object),4180186
45758897,Mesh sleeve coronary artery stent (physical object),4180186
45761255,Coronary angioplasty laser catheter (physical object),4180186
45763961,Bioabsorbable drug-eluting coronary artery stent (physical object),4180186
46236895,Disease; Disorder; Finding; Findings; H+P; H+P.HX; Ordinal; P prime; PH; Point in time; Public Health; PublicHealth; Ql; Qual; Qualitative; Random; Screen; Virus,4180186
46236895,因为所关注的情况而被收治入院:发现:时间点:^患者:序数型,4182948
46236895,Hospitalized for condition,4180186
46236995,Durat; H+P; H+P.HX; Hosp; Hosp stay duration; P prime; Point in time; QNT; Quan; Quant; Quantitative; Random,4180186
46236995,Hosp stay duration,4180186
46236995,住院持续时间:时间:时间点:^患者:定量型,4182948
46270159,Acute ST segment elevation myocardial infarction of anterolateral wall (disorder),4180186
46270160,Acute ST segment elevation myocardial infarction of anteroseptal wall (disorder),4180186
46273020,Doppler fetal echocardiography (procedure),4180186
46273020,Doppler foetal echocardiography,4180186
46273033,Doppler transoesophageal echocardiography,4180186
46273033,Doppler transesophageal echocardiography (procedure),4180186
