concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
2616269,2616269,Maps to,1970-01-01,2099-12-31,
8905,9202,Is a,1970-01-01,2099-12-31,
4148418,4052488,Subsumes,2011-07-31,2099-12-31,
4295146,4295146,Maps to,1970-01-01,2099-12-31,
35614218,35614247,Subsumes,2018-07-31,2099-12-31,
4098215,4098215,Maps to,1970-01-01,2099-12-31,
2725963,4184832,Is a,1970-01-01,2099-12-31,
42894474,4184832,Is a,1970-01-01,2099-12-31,
42894596,42894596,Maps to,2016-05-18,2099-12-31,
42894680,42894680,Maps to,2016-05-18,2099-12-31,
2213541,2213541,Maps to,2017-11-06,2099-12-31,
2725943,2725943,Maps to,2014-04-22,2099-12-31,
2725945,2725945,Maps to,2014-04-22,2099-12-31,
2725958,2725958,Mapped from,2014-04-22,2099-12-31,
4308794,4173614,Subsumes,2011-07-31,2099-12-31,
35614226,35614255,Subsumes,2018-07-31,2099-12-31,
2617370,2617370,Maps to,1970-01-01,2099-12-31,
2725970,2725970,Mapped from,2014-04-22,2099-12-31,
4184832,42894602,Subsumes,1970-01-01,2099-12-31,
2725935,2725935,Maps to,2014-04-22,2099-12-31,
46270162,4296653,Is a,2015-07-31,2099-12-31,
4330376,4330376,Maps to,2009-01-31,2099-12-31,
4308014,4174241,Interprets of,2011-07-31,2099-12-31,
4184832,42894632,Subsumes,1970-01-01,2099-12-31,
42894665,42894665,Mapped from,2016-05-18,2099-12-31,
2016681591,4230911,Maps to,1970-01-01,2099-12-31,
2016081816,4230911,Maps to,1970-01-01,2099-12-31,
2016682377,8715,Maps to,1970-01-01,2099-12-31,
2016129572,4335824,Maps to,1970-01-01,2099-12-31,
2016310239,4158567,Maps to,1970-01-01,2099-12-31,
2016626840,2313882,Maps to,1970-01-01,2099-12-31,
2017011541,2313869,Maps to,1970-01-01,2099-12-31,
2016781761,2313869,Maps to,1970-01-01,2099-12-31,
2016438847,46273020,Maps to,1970-01-01,2099-12-31,
2016377582,2616272,Maps to,1970-01-01,2099-12-31,
2016127291,2313879,Maps to,1970-01-01,2099-12-31,
2016283300,4019824,Maps to,1970-01-01,2099-12-31,
2016412080,2313869,Maps to,1970-01-01,2099-12-31,
2017089045,4006788,Maps to,1970-01-01,2099-12-31,
2616268,43021423,Is a,2018-11-27,2099-12-31,
4184832,2725910,Subsumes,1970-01-01,2099-12-31,
4337739,43533248,Subsumes,2018-11-27,2099-12-31,
42894603,4184832,Is a,1970-01-01,2099-12-31,
4184832,42894699,Subsumes,1970-01-01,2099-12-31,
4230911,2006918,Mapped from,2018-06-25,2099-12-31,
8870,8870,Mapped from,1970-01-01,2099-12-31,
4269348,4269348,Mapped from,1970-01-01,2099-12-31,
35614244,35614244,Maps to,2018-07-31,2099-12-31,
44784443,44784443,Maps to,2014-01-31,2099-12-31,
2514408,2514408,Maps to,1970-01-01,2099-12-31,
2616271,2616271,Mapped from,1970-01-01,2099-12-31,
4098216,4098216,Mapped from,1970-01-01,2099-12-31,
2616264,2616264,Mapped from,1970-01-01,2099-12-31,
4184832,42894684,Subsumes,1970-01-01,2099-12-31,
4208862,4208862,Mapped from,1970-01-01,2099-12-31,
42894608,4184832,Is a,1970-01-01,2099-12-31,
35614214,35614214,Mapped from,2018-07-31,2099-12-31,
4138036,44805204,Subsumes,2015-03-01,2099-12-31,
46270162,43020461,Concept same_as from,2020-03-09,2099-12-31,
4098215,2786053,Subsumes,1970-01-01,2099-12-31,
2721125,2721125,Maps to,1970-01-01,2099-12-31,
2786620,2786620,Maps to,2014-04-22,2099-12-31,
2036956464,4230911,Maps to,1970-01-01,2099-12-31,
2016916449,4296653,Maps to,1970-01-01,2099-12-31,
2016175203,2313869,Maps to,1970-01-01,2099-12-31,
2016609724,4335825,Maps to,1970-01-01,2099-12-31,
2016834090,4161462,Maps to,1970-01-01,2099-12-31,
2016436904,2313870,Maps to,1970-01-01,2099-12-31,
2043580812,2211766,Maps to,1970-01-01,2099-12-31,
2016269076,4230911,Maps to,1970-01-01,2099-12-31,
2016237412,4335824,Maps to,1970-01-01,2099-12-31,
2016724416,4335824,Maps to,1970-01-01,2099-12-31,
35614206,35614206,Mapped from,2018-07-31,2099-12-31,
4017921,2313913,SNOMED - CPT4 eq,2014-04-01,2099-12-31,
4335825,2313868,SNOMED cat - CPT4,1980-01-01,2099-12-31,
40486977,40486977,Mapped from,2011-01-31,2099-12-31,
4098215,2788615,Subsumes,1970-01-01,2099-12-31,
46274044,46274044,Mapped from,2015-07-31,2099-12-31,
1569128,45605779,Subsumes,2016-03-25,2099-12-31,
8717,38004287,Subsumes,2019-02-01,2099-12-31,
40482735,40482735,Maps to,2009-07-31,2099-12-31,
2313875,2313875,Maps to,1970-01-01,2099-12-31,
2787196,2787196,Maps to,2014-04-22,2099-12-31,
35611571,35611571,Maps to,2018-07-31,2099-12-31,
2313878,2313878,Maps to,1970-01-01,2099-12-31,
2725958,2725958,Maps to,2014-04-22,2099-12-31,
42894713,42894713,Maps to,2016-05-18,2099-12-31,
2725968,2725968,Maps to,2014-04-22,2099-12-31,
2786058,2786058,Mapped from,2014-04-22,2099-12-31,
4019824,2313876,SNOMED - CPT4 eq,2014-04-01,2099-12-31,
44811692,4216130,Is a,2022-01-28,2099-12-31,
4184832,2725955,Subsumes,1970-01-01,2099-12-31,
37311810,37311810,Maps to,2020-03-09,2099-12-31,
42894718,42894718,Mapped from,2016-05-18,2099-12-31,
45770937,45770937,Mapped from,2015-01-31,2099-12-31,
45773170,45773170,Maps to,2015-01-31,2099-12-31,
2616267,2616267,Maps to,1970-01-01,2099-12-31,
2017089274,43527998,Maps to,1970-01-01,2099-12-31,
2043549004,2514413,Maps to,1970-01-01,2099-12-31,
2016579444,2313870,Maps to,1970-01-01,2099-12-31,
2016928789,2313869,Maps to,1970-01-01,2099-12-31,
2016839046,4184832,Maps to,1970-01-01,2099-12-31,
2017089021,8715,Maps to,1970-01-01,2099-12-31,
2016098934,4019824,Maps to,1970-01-01,2099-12-31,
2016113326,4019824,Maps to,1970-01-01,2099-12-31,
2016313229,2313869,Maps to,1970-01-01,2099-12-31,
38004279,38004281,Subsumes,2019-02-01,2099-12-31,
38004279,38004283,Subsumes,2019-02-01,2099-12-31,
4230911,2313942,SNOMED cat - CPT4,1980-01-01,2099-12-31,
42535579,42535579,Mapped from,2018-01-31,2099-12-31,
4203130,2514414,SNOMED cat - CPT4,1980-01-01,2099-12-31,
2725471,4184832,Is a,1970-01-01,2099-12-31,
2725933,4184832,Is a,1970-01-01,2099-12-31,
4248531,4059699,Is a,2011-07-31,2099-12-31,
46270164,46270164,Maps to,2015-07-31,2099-12-31,
42894670,42894670,Mapped from,2016-05-18,2099-12-31,
37311810,4335824,Subsumes,2020-03-09,2099-12-31,
2617369,2617369,Mapped from,1970-01-01,2099-12-31,
2787591,2787591,Mapped from,2014-04-22,2099-12-31,
4081765,37016900,Subsumes,2016-01-31,2099-12-31,
4199240,4199240,Maps to,2009-01-31,2099-12-31,
2213537,2213537,Maps to,2017-11-06,2099-12-31,
2725905,2725905,Mapped from,2014-04-22,2099-12-31,
2725969,2725969,Mapped from,2014-04-22,2099-12-31,
40481392,4148981,Is a,2011-07-31,2099-12-31,
4295146,8715,Is a,2011-07-31,2099-12-31,
2616272,2616272,Maps to,1970-01-01,2099-12-31,
2034272557,4230911,Maps to,1970-01-01,2099-12-31,
2016187095,2313869,Maps to,1970-01-01,2099-12-31,
2016118856,2313879,Maps to,1970-01-01,2099-12-31,
2016310239,4161462,Maps to,1970-01-01,2099-12-31,
2016113764,4019824,Maps to,1970-01-01,2099-12-31,
2043590185,2514406,Maps to,1970-01-01,2099-12-31,
2038931958,4230911,Maps to,1970-01-01,2099-12-31,
2016282399,4230911,Maps to,1970-01-01,2099-12-31,
2016379995,2211762,Maps to,1970-01-01,2099-12-31,
2016421259,4019824,Maps to,1970-01-01,2099-12-31,
2016644330,45773079,Maps to,1970-01-01,2099-12-31,
2016773910,4335825,Maps to,1970-01-01,2099-12-31,
2017082976,2313882,Maps to,1970-01-01,2099-12-31,
2043582414,2514414,Maps to,1970-01-01,2099-12-31,
2016884751,45773079,Maps to,1970-01-01,2099-12-31,
36661382,36661382,Maps to,2020-06-17,2099-12-31,
35614212,35614212,Mapped from,2018-07-31,2099-12-31,
46269996,4006788,Followed by,2016-01-31,2099-12-31,
4230911,4327260,Subsumes,2011-07-31,2099-12-31,
2786410,4098215,Is a,1970-01-01,2099-12-31,
36712982,45586574,Mapped from,2020-04-02,2099-12-31,
4184832,42894706,Subsumes,1970-01-01,2099-12-31,
8782,8782,Maps to,1970-01-01,2099-12-31,
1569128,45533436,Subsumes,2016-03-25,2099-12-31,
44514109,4230911,Is a,2018-08-29,2099-12-31,
35614198,35614198,Maps to,2018-07-31,2099-12-31,
42894472,4184832,Is a,1970-01-01,2099-12-31,
4184832,45769224,Subsumes,2015-03-01,2099-12-31,
42894713,42894713,Mapped from,2016-05-18,2099-12-31,
45766241,45766241,Mapped from,2015-01-31,2099-12-31,
2618134,8715,Is a,2018-11-27,2099-12-31,
4212973,4212973,Maps to,1970-01-01,2099-12-31,
35614224,35614253,Subsumes,2018-07-31,2099-12-31,
4331964,4331964,Mapped from,2009-01-31,2099-12-31,
9202,8761,Subsumes,2019-02-01,2099-12-31,
38004278,38004278,Mapped from,1970-01-01,2099-12-31,
35614211,36714929,Is a,2018-07-31,2099-12-31,
45770937,45768093,Subsumes,2015-01-31,2099-12-31,
2031817949,3021690,Maps to,1970-01-01,2099-12-31,
2034286644,4230911,Maps to,1970-01-01,2099-12-31,
2016300675,2313867,Maps to,1970-01-01,2099-12-31,
2017069382,4230911,Maps to,1970-01-01,2099-12-31,
2032937247,4060628,Maps to,1970-01-01,2099-12-31,
2043584356,4335825,Maps to,1970-01-01,2099-12-31,
2036017276,2313869,Maps to,1970-01-01,2099-12-31,
2016824569,2313869,Maps to,1970-01-01,2099-12-31,
2016660830,3044933,Maps to,1970-01-01,2099-12-31,
42894618,4184832,Is a,1970-01-01,2099-12-31,
43527998,43527998,Mapped from,2013-05-08,2099-12-31,
4140136,4148981,Is a,2011-07-31,2099-12-31,
8870,9203,Is a,1970-01-01,2099-12-31,
42894627,4184832,Is a,1970-01-01,2099-12-31,
42894696,42894696,Maps to,2016-05-18,2099-12-31,
42894703,4184832,Is a,1970-01-01,2099-12-31,
4216356,4216356,Maps to,1970-01-01,2099-12-31,
8949,8949,Mapped from,1970-01-01,2099-12-31,
45761255,45761255,Maps to,2015-01-31,2099-12-31,
8717,8913,Subsumes,2019-02-01,2099-12-31,
8913,8717,Is a,2019-02-01,2099-12-31,
8977,8977,Maps to,1970-01-01,2099-12-31,
45766241,45766241,Maps to,2015-01-31,2099-12-31,
2110332,8715,CPT4 - SNOMED cat,1980-01-01,2099-12-31,
2725968,4184832,Is a,1970-01-01,2099-12-31,
2725475,2725475,Mapped from,2014-04-22,2099-12-31,
2725916,2725916,Maps to,2014-04-22,2099-12-31,
2725917,4184832,Is a,1970-01-01,2099-12-31,
4148497,4148497,Mapped from,1970-01-01,2099-12-31,
2725897,4184832,Is a,1970-01-01,2099-12-31,
1569127,45562340,Subsumes,2016-03-25,2099-12-31,
36713074,40482735,Is a,2017-01-31,2099-12-31,
2001501,2001501,Mapped from,1970-01-01,2099-12-31,
2618107,2618107,Mapped from,1970-01-01,2099-12-31,
2016721798,2211764,Maps to,1970-01-01,2099-12-31,
2016704379,4019824,Maps to,1970-01-01,2099-12-31,
2017087758,2313867,Maps to,1970-01-01,2099-12-31,
2016907113,4296653,Maps to,1970-01-01,2099-12-31,
2017089897,2313869,Maps to,1970-01-01,2099-12-31,
2016714525,4216130,Maps to,1970-01-01,2099-12-31,
2031505172,2313882,Maps to,1970-01-01,2099-12-31,
2043562188,2211763,Maps to,1970-01-01,2099-12-31,
2016642556,2313879,Maps to,1970-01-01,2099-12-31,
2017096688,2313869,Maps to,1970-01-01,2099-12-31,
2033388461,4164916,Maps to,1970-01-01,2099-12-31,
2016257839,2313881,Maps to,1970-01-01,2099-12-31,
2787377,4098215,Is a,1970-01-01,2099-12-31,
4295146,2514412,SNOMED - CPT4 eq,2014-04-01,2099-12-31,
9201,32760,Subsumes,2020-03-19,2099-12-31,
4098215,2785850,Subsumes,1970-01-01,2099-12-31,
4098215,2788621,Subsumes,1970-01-01,2099-12-31,
46273033,4019824,Is a,2015-07-31,2099-12-31,
4184832,2725476,Subsumes,1970-01-01,2099-12-31,
44511270,44511270,Mapped from,1970-01-01,2099-12-31,
3655776,3655776,Maps to,2020-07-31,2099-12-31,
2721642,2721642,Mapped from,1970-01-01,2099-12-31,
2725967,2725967,Mapped from,2014-04-22,2099-12-31,
2785853,2785853,Maps to,2014-04-22,2099-12-31,
42740998,42740998,Maps to,2017-11-06,2099-12-31,
42894675,42894675,Maps to,2016-05-18,2099-12-31,
38003112,38003112,Maps to,1970-01-01,2099-12-31,
42894476,42894476,Mapped from,2016-05-18,2099-12-31,
4283892,4171077,Subsumes,2011-07-31,2099-12-31,
42739012,42739012,Maps to,2017-11-06,2099-12-31,
4184832,2725963,Subsumes,1970-01-01,2099-12-31,
4098215,2786407,Subsumes,1970-01-01,2099-12-31,
4225958,4225958,Maps to,1970-01-01,2099-12-31,
2213558,2213558,Maps to,1970-01-01,2099-12-31,
2725952,4184832,Is a,1970-01-01,2099-12-31,
2211762,4034866,CPT4 - SNOMED eq,2014-04-01,2099-12-31,
2514571,2514571,Maps to,2009-04-06,2099-12-31,
2616263,2616263,Maps to,1970-01-01,2099-12-31,
2725473,2725473,Maps to,2014-04-22,2099-12-31,
4303797,4303797,Mapped from,1970-01-01,2099-12-31,
2725955,2725955,Mapped from,2014-04-22,2099-12-31,
4184832,2725935,Subsumes,1970-01-01,2099-12-31,
44833093,44821538,Subsumes,2014-10-01,2099-12-31,
45768093,45759254,Subsumes,2015-01-31,2099-12-31,
2032063220,4230911,Maps to,1970-01-01,2099-12-31,
2035524464,4230911,Maps to,1970-01-01,2099-12-31,
2016691751,2313880,Maps to,1970-01-01,2099-12-31,
2016052711,4084843,Maps to,1970-01-01,2099-12-31,
2016223602,4019824,Maps to,1970-01-01,2099-12-31,
2016606077,4216130,Maps to,1970-01-01,2099-12-31,
2016814809,4335824,Maps to,1970-01-01,2099-12-31,
2017075122,4184832,Maps to,1970-01-01,2099-12-31,
2016462753,2313870,Maps to,1970-01-01,2099-12-31,
4174251,4308794,Is a,2011-07-31,2099-12-31,
35614218,35614218,Mapped from,2018-07-31,2099-12-31,
40765071,40765071,Maps to,2010-11-23,2099-12-31,
2786064,37311810,Is a,1970-01-01,2099-12-31,
2000064,4006788,Maps to,2018-06-25,2099-12-31,
4163995,8715,Is a,2011-07-31,2099-12-31,
4184832,42894597,Subsumes,1970-01-01,2099-12-31,
37016900,4081765,Is a,2016-01-31,2099-12-31,
36713466,36713466,Maps to,2017-01-31,2099-12-31,
2110331,2110331,Mapped from,1970-01-01,2099-12-31,
42894475,42894475,Maps to,2016-05-18,2099-12-31,
2725484,2725484,Mapped from,2014-04-22,2099-12-31,
2211763,2211763,Maps to,1970-01-01,2099-12-31,
35614256,35614256,Mapped from,2018-07-31,2099-12-31,
42894617,42894617,Mapped from,2016-05-18,2099-12-31,
2001501,2001501,Maps to,1970-01-01,2099-12-31,
4205195,4205195,Maps to,2009-01-31,2099-12-31,
2016571569,4283892,Maps to,1970-01-01,2099-12-31,
2016490429,4158567,Maps to,1970-01-01,2099-12-31,
2036691285,4283892,Maps to,1970-01-01,2099-12-31,
2016651265,4019824,Maps to,1970-01-01,2099-12-31,
2017099529,2313869,Maps to,1970-01-01,2099-12-31,
2016790327,4230911,Maps to,1970-01-01,2099-12-31,
2043555699,2514406,Maps to,1970-01-01,2099-12-31,
35614219,36714929,Is a,2018-07-31,2099-12-31,
40756929,4283892,CPT4 - SNOMED eq,2014-04-01,2099-12-31,
40482735,40483084,Subsumes,2012-01-31,2099-12-31,
42740403,42740403,Maps to,2017-11-06,2099-12-31,
44825000,44831935,Is a,2014-10-01,2099-12-31,
4184832,42894653,Subsumes,1970-01-01,2099-12-31,
581477,581477,Mapped from,1970-01-01,2099-12-31,
2721126,2721126,Mapped from,1970-01-01,2099-12-31,
2786062,2786062,Mapped from,2014-04-22,2099-12-31,
38004291,38004291,Maps to,1970-01-01,2099-12-31,
1002132,1002132,Mapped from,2019-12-13,2099-12-31,
42894470,42894470,Maps to,2016-05-18,2099-12-31,
35614241,35614241,Mapped from,2018-07-31,2099-12-31,
4184832,4184832,Maps to,1970-01-01,2099-12-31,
4225903,4225903,Mapped from,1970-01-01,2099-12-31,
4098215,2786419,Subsumes,1970-01-01,2099-12-31,
2788617,4098215,Is a,1970-01-01,2099-12-31,
4006788,2313803,SNOMED cat - CPT4,1980-01-01,2099-12-31,
4098215,2786629,Subsumes,1970-01-01,2099-12-31,
2617453,2617453,Maps to,1970-01-01,2099-12-31,
2016510085,2313883,Maps to,1970-01-01,2099-12-31,
2016798512,43527998,Maps to,1970-01-01,2099-12-31,
2016780388,4161462,Maps to,1970-01-01,2099-12-31,
2016445510,4270024,Maps to,1970-01-01,2099-12-31,
2016102262,4305721,Maps to,1970-01-01,2099-12-31,
2016118284,4230911,Maps to,1970-01-01,2099-12-31,
2016764639,4335824,Maps to,1970-01-01,2099-12-31,
2016126000,4335824,Maps to,1970-01-01,2099-12-31,
2016980715,2313869,Maps to,1970-01-01,2099-12-31,
2016640992,4230911,Maps to,1970-01-01,2099-12-31,
2016648612,4230911,Maps to,1970-01-01,2099-12-31,
2043560822,2514406,Maps to,1970-01-01,2099-12-31,
4335825,2313867,SNOMED - CPT4 eq,2014-04-01,2099-12-31,
37311810,2786044,Subsumes,1970-01-01,2099-12-31,
4230911,2786050,Subsumes,1970-01-01,2099-12-31,
45767945,45763961,Subsumes,2020-07-31,2099-12-31,
40482735,42539267,Subsumes,2018-01-31,2099-12-31,
44786404,44786404,Mapped from,2014-01-01,2099-12-31,
2106622,2106622,Mapped from,1970-01-01,2099-12-31,
2313873,4019824,CPT4 - SNOMED cat,1980-01-01,2099-12-31,
37311810,2786056,Subsumes,1970-01-01,2099-12-31,
4161974,4161974,Maps to,1970-01-01,2099-12-31,
2725481,4184832,Is a,1970-01-01,2099-12-31,
35614249,35614249,Maps to,2018-07-31,2099-12-31,
